タレント名,知名度％,知名度,人気度％,人気度,ドラマ関心度（シリアス）％,ドラマ関心度（シリアス）,ドラマ関心度（コメディ）％,ドラマ関心度（コメディ）,バラエティ関心度％,バラエティ関心度,映画関心度（シリアス）％,映画関心度（シリアス）,映画関心度（コメディ）％,映画関心度（コメディ）,雑誌関心度％,雑誌関心度,CM総合,有効回答者数,有効回答者数（20代）,有効回答者数（30代）,有効回答者数（40代）,有効回答者数（50代）
美村里江(みむらりえ)(俳優),8.333334,0.30952381,85.71429,2.857142857,71.42857,2.857142857,71.42857,2.571428571,85.71429,2.857142857,28.57143,1.285714286,28.57143,1.285714286,28.57143,1.571428571,31.428574,84,16,19,22,27
小山慶一郎(こやまけいいちろう)(歌手)(NEWS),21.782177,0.871287129,4.5454545,1.818181818,4.5454545,1.227272727,4.5454545,1.227272727,13.636364,1.318181818,0,1,0,1.045454545,0,1.136363636,2.2727273,101,24,26,22,29
イワクラ(芸人)(蛙亭),15.189873,0.607594937,41.666664,2.333333333,16.666668,1.416666667,16.666668,1.416666667,25,1.916666667,0,0.916666667,0,0.916666667,0,1,5.833334,79,15,18,25,21
岡山天音(おかやまあまね)(俳優),11.267606,0.366197183,50,2.5,25,2.25,25,2.25,12.5,2.125,0,1.75,0,1.75,0,2,0,71,13,14,20,24
やしろ優(やしろゆう)(芸人),18.518518,0.802469136,46.666668,2.4,13.333334,1.066666667,6.666667,1.066666667,26.666668,1.866666667,6.666667,0.466666667,0,0.2,0,0.533333333,8.666667,81,16,18,21,25
松本穂香(まつもとほのか)(俳優),6.060606,0.383838384,33.333336,2.333333333,33.333336,2.5,33.333336,2.5,16.666668,1.833333333,0,1.833333333,0,1.833333333,0,2,0,99,21,26,24,27
西野亮廣(にしのあきひろ)(芸人/実業家)(キングコング),34.782608,1.184782609,0,1.5,3.125,0.9375,3.125,0.96875,15.625,1.28125,3.125,0.90625,3.125,0.875,3.125,0.96875,4.6875,92,17,25,26,24
ジャガー横田(じゃがーよこた)(元女子プロレスラー),23.529411,1.082352941,5,1.9,0,0.9,5,0.9,10,1.3,5,0.75,0,0.6,0,0.65,3.5,85,17,22,23,23
milet(みれい)(アーティスト),5.319149,0.308510638,80,3,20,2,20,2,40,2.2,20,1.6,20,1.6,20,2,12,94,20,23,25,26
ソニン(俳優),8.421053,0.547368421,0,2,0,1.75,0,1.75,0,2,0,1.25,0,1.375,0,1.5,0,95,22,23,25,25
富田望生(とみたみう)(俳優),9.523809,0.345238095,50,2.75,25,2.25,25,2.125,12.5,1.875,12.5,1.875,12.5,1.375,12.5,1.875,6.25,84,18,21,21,24
三吉彩花(みよしあやか)(俳優),9.677419,0.419354839,55.555557,2.333333333,22.222223,1.888888889,22.222223,1.777777778,11.111112,1.888888889,22.222223,1.777777778,11.111112,1.666666667,22.222223,1.888888889,16.666668,93,17,23,23,30
宇賀なつみ(うがなつみ)(元テレビ朝日アナウンサー),9.89011,0.43956044,33.333336,2.444444444,11.111112,1.555555556,11.111112,1.555555556,11.111112,1.888888889,11.111112,1.555555556,11.111112,1.555555556,0,1.666666667,3.3333335,91,21,23,23,24
兎田ぺこら(うさだぺこら)(VTuber)(Pekora Ch. 兎田ぺこら),4.597701,0.229885057,75,3,75,2.75,75,2.75,75,3,50,2.5,25,2.25,25,2.25,32.5,87,21,18,23,25
平井大(ひらいだい)(歌手),7.317073,0.390243902,50,2.5,33.333336,2.166666667,16.666668,2,16.666668,2,0,1.666666667,0,1.666666667,0,1.5,0,82,17,22,22,21
サルゴリラ(芸人コンビ),3.5714288,0.226190476,66.66667,3.333333333,33.333336,2.333333333,33.333336,2.333333333,66.66667,3,0,1.666666667,0,1.666666667,33.333336,2.333333333,16.666668,84,18,21,21,24
須田亜香里(すだあかり)(タレント)(元SKE48),11.578947,0.578947368,36.363636,2.272727273,9.090909,1.272727273,9.090909,1.272727273,27.272728,1.818181818,0,1.090909091,0,1,0,1.181818182,8.181818,95,19,25,26,24
ニッチェ(芸人コンビ),19.791668,0.822916667,31.578945,2.210526316,0,0.684210526,5.263158,1.105263158,21.052631,1.526315789,0,0.578947368,0,0.789473684,0,0.736842105,5.7894735,96,19,24,22,31
渡部建(わたべけん)(芸人)(アンジャッシュ),63.917522,1.762886598,6.4516125,1.209677419,6.4516125,0.806451613,8.064516,0.838709677,16.129032,1.14516129,4.8387094,0.596774194,6.4516125,0.661290323,1.6129031,0.629032258,2.0967743,97,19,25,26,27
aespa(えすぱ)(アイドルグループ),3.0927835,0.175257732,100,3.666666667,33.333336,2,66.66667,3.333333333,66.66667,3,66.66667,3,66.66667,3,33.333336,2,36.66667,97,21,24,28,24
泉里香(いずみりか)(モデル),8.247422,0.350515464,62.5,2.625,25,2.125,12.5,1.875,12.5,1.875,12.5,1.625,12.5,1.625,25,1.875,25,97,24,24,26,23
朝比奈彩(あさひなあや)(モデル),3.7500002,0.3,33.333336,2.333333333,66.66667,2.666666667,66.66667,2.666666667,33.333336,2.333333333,33.333336,2.333333333,33.333336,2.333333333,33.333336,2.333333333,46.66668,80,15,20,21,24
村上虹郎(むらかみにじろう)(俳優),7.777778,0.255555556,57.14286,2.857142857,71.42857,2.857142857,42.857143,2.428571429,42.857143,2.428571429,28.57143,2.142857143,14.285715,1.857142857,42.857143,2.142857143,10,90,19,24,24,22
今市隆二(いまいちりゅうじ)(歌手)(三代目J SOUL BROTHERS from EXILE TRIBE),10.714286,0.452380952,44.444447,2.444444444,11.111112,1.444444444,11.111112,1.555555556,11.111112,1.666666667,22.222223,1.555555556,0,1.333333333,11.111112,1.444444444,8.88889,84,15,22,21,26
空気階段(くうきかいだん)(芸人コンビ),9.090909,0.480519481,14.285715,2.285714286,14.285715,1.285714286,28.57143,1.571428571,42.857143,2.285714286,14.285715,1,14.285715,1.142857143,28.57143,1.285714286,8.571429,77,16,19,19,22
安めぐみ(やすめぐみ)(モデル),21,0.91,19.047619,2,0,0.904761905,0,0.857142857,0,1.047619048,0,0.714285714,0,0.714285714,0,1,5.714286,100,25,23,26,26
桜井日奈子(さくらいひなこ)(俳優),9.756097,0.548780488,25,2.375,12.5,1.5,12.5,1.375,12.5,1.75,0,0.75,0,0.75,0,1.125,0,82,18,21,22,21
岡崎体育(おかざきたいいく)(歌手),9.677419,0.591397849,44.444447,2.444444444,0,1.333333333,0,1.333333333,0,1.222222222,0,1,0,1,0,1,0,93,20,24,27,22
富栄ドラム(とみさかえどらむ)(俳優),12.35955,0.359550562,54.545456,2.545454545,27.272728,2,18.181818,2,36.363636,2.181818182,0,1.636363636,0,1.636363636,0,1.363636364,2.7272727,89,17,24,24,23
詩羽(うたは)(アーティスト/俳優)(水曜日のカンパネラ),12.195122,0.43902439,40,2.5,20,1.4,20,1.4,10,1.5,0,1.1,0,1.2,30.000002,1.9,21,82,18,18,23,23
若村麻由美(わかむらまゆみ)(俳優),10.638298,0.531914894,30.000002,2.4,30.000002,1.9,10,1.6,10,1.1,10,1.2,10,1.1,10,1.1,6,94,20,23,25,26
伊野尾慧(いのおけい)(アーティスト)(Hey! Say! JUMP),22.680412,0.793814433,22.727274,1.954545455,9.090909,1.136363636,9.090909,1.136363636,13.636364,1.136363636,9.090909,1,13.636364,1.090909091,9.090909,0.863636364,7.727273,97,21,24,28,24
光石研(みついしけん)(俳優),8.235294,0.364705882,42.857143,2.428571429,42.857143,2.285714286,42.857143,2.428571429,28.57143,2,14.285715,1.571428571,0,1.428571429,14.285715,1.428571429,8.571429,85,17,22,23,23
片桐仁(かたぎりじん)(俳優)(元ラーメンズ),6.382979,0.329787234,66.66667,2.666666667,33.333336,2,33.333336,1.833333333,50,2.5,16.666668,1.5,0,1.333333333,16.666668,1.5,8.333334,94,18,25,24,27
佐久間由衣(さくまゆい)(俳優),4.3010755,0.408602151,25,2.25,25,2.25,25,2.25,0,1.75,0,1.5,0,1.5,0,1.5,5,93,20,25,24,24
近藤千尋(こんどうちひろ)(俳優),10.227273,0.386363636,44.444447,2.555555556,11.111112,1.444444444,22.222223,1.333333333,55.555557,2.222222222,11.111112,1.222222222,33.333336,1.444444444,33.333336,1.555555556,26.666668,88,19,20,22,27
田辺桃子(たなべももこ)(俳優),3.030303,0.202020202,66.66667,3.333333333,66.66667,3,66.66667,3.333333333,66.66667,3,33.333336,1.666666667,33.333336,1,66.66667,2,40.000008,99,21,24,26,28
北原里英(きたはらりえ)(タレント)(元AKB48),5,0.38,40,2.6,0,1.4,20,1.6,20,1.8,0,1.4,20,1.6,0,1.6,4,100,21,23,24,31
平成フラミンゴ(へいせいふらみんご)(Youtuber),4.123711,0.257731959,50,2.5,50,2.75,50,2.75,50,2.5,50,2.5,50,2.5,25,2,37.5,97,19,25,26,27
宮下草薙(みやしたくさなぎ)(芸人コンビ),10.576923,0.605769231,18.181818,2.090909091,9.090909,1.272727273,9.090909,1.363636364,27.272728,2,0,0.909090909,0,0.909090909,9.090909,0.727272727,5.4545455,104,23,25,27,29
優木まおみ(ゆうきまおみ)(タレント),7.228915,0.746987952,0,2,0,0.833333333,0,0.666666667,16.666668,1.333333333,0,0.666666667,0,0.833333333,16.666668,1.333333333,15.000002,83,16,21,24,22
工藤美桜(くどうみお)(俳優),2.5316455,0.202531646,100,3,50,3,50,2.5,50,2.5,50,2.5,50,2,50,2.5,40,79,17,16,22,24
綾部祐二(あやべゆうじ)(芸人)(ピース),20,0.863157895,10.526316,1.842105263,0,1.105263158,5.263158,1,10.526316,1.315789474,0,0.736842105,0,0.789473684,0,0.684210526,0.5263158,95,22,23,25,25
中村ゆり(なかむらゆり)(俳優),4.6296296,0.259259259,80,3,20,2.4,20,2.4,0,1.6,0,1.6,0,1.6,20,2.2,26,108,28,25,28,26
安田美沙子(やすだみさこ)(タレント),20.833332,1.069444444,13.333334,1.866666667,6.666667,0.866666667,6.666667,0.666666667,6.666667,0.933333333,0,0.533333333,0,0.533333333,0,0.8,3.3333335,72,13,16,20,23
水上恒司(みずかみこうし)(俳優)(旧名：岡田健史),6.382979,0.29787234,33.333336,2.5,50,2.5,50,2.5,50,2.166666667,16.666668,1.5,33.333336,1.666666667,0,1.666666667,16.666668,94,18,26,26,24
宮根誠司(みやねせいじ)(元朝日放送アナウンサー),47.16981,1.518867925,6,1.34,2,0.74,2,0.7,10,1.08,2,0.56,2,0.56,2,0.52,2.8,106,26,23,26,30
A.B.C-Z(えーびーしーずぃー)(アーティスト),3.1578946,0.557894737,33.333336,2.333333333,33.333336,1.333333333,33.333336,1.333333333,33.333336,1.666666667,0,0.333333333,0,0.666666667,0,1,0,95,20,24,21,30
荒川(あらかわ)(芸人)(エルフ),13.978495,0.365591398,46.153847,2.461538462,15.384616,1.615384615,15.384616,1.615384615,53.846157,2.384615385,7.692308,1.307692308,7.692308,1.307692308,7.692308,1.153846154,11.538462,93,16,22,27,28
岡崎紗絵(おかざきさえ)(俳優/モデル),10,0.3375,37.5,2.5,37.5,2,50,2.25,25,1.625,12.5,1.375,12.5,1.375,12.5,1.75,22.5,80,18,16,23,23
ウエストランド(芸人コンビ),12.244898,0.632653061,25,2.333333333,16.666668,1.083333333,16.666668,1.083333333,16.666668,1.583333333,0,0.583333333,0,0.75,0,0.583333333,1.6666667,98,19,26,22,31
石橋静河(いしばししずか)(俳優),8.421053,0.294736842,50,2.625,50,2.5,12.5,1.875,12.5,1.875,0,1.625,0,1.625,0,1.625,7.5,95,21,22,23,29
今野浩喜(こんのひろき)(芸人/俳優)(元キングオブコメディ),18.055555,0.652777778,23.076923,2.230769231,15.384616,1.307692308,15.384616,1.230769231,15.384616,1,7.692308,0.846153846,7.692308,0.846153846,7.692308,0.769230769,7.6923075,72,13,16,20,23
貴島明日香(きじまあすか)(俳優/モデル),5.882353,0.411764706,66.66667,2.833333333,0,1.333333333,0,1.333333333,33.333336,1.666666667,0,1,0,1,16.666668,0.833333333,23.333336,102,23,25,25,27
窪塚愛流(くぼづかあいる)(俳優),8.333334,0.333333333,42.857143,2.714285714,28.57143,2.142857143,14.285715,2,28.57143,2,0,0.857142857,14.285715,0.857142857,28.57143,1.285714286,12.857144,84,18,21,21,24
小宮浩信(こみやひろのぶ)(芸人)(三四郎),16.470589,0.682352941,35.714287,2.214285714,7.1428576,0.928571429,7.1428576,0.928571429,42.857143,1.785714286,7.1428576,0.571428571,7.1428576,0.571428571,0,0.428571429,5,85,17,20,26,22
宮澤エマ(みやざわえま)(俳優),8.433735,0.469879518,14.285715,2.142857143,14.285715,1.857142857,28.57143,1.714285714,14.285715,1.142857143,0,1,14.285715,1.142857143,14.285715,1.571428571,1.4285715,83,19,19,19,26
當真あみ(とうまあみ)(俳優),2.247191,0.168539326,50,3,50,3,50,3,50,2.5,50,3,50,3,50,2.5,45,89,17,24,24,23
板垣李光人(いたがきりひと)(俳優),7.317073,0.329268293,66.66667,2.5,33.333336,2.166666667,16.666668,1.833333333,16.666668,1.666666667,16.666668,1.5,0,1.333333333,0,1.666666667,20.000004,82,18,21,22,21
東出昌大(ひがしでまさひろ)(俳優),34.88372,1.23255814,3.3333335,1.2,6.666667,1,6.666667,1.066666667,6.666667,1.066666667,6.666667,0.8,3.3333335,0.8,3.3333335,0.833333333,3.3333335,86,16,21,27,22
秋元梢(あきもとこずえ)(モデル),5.6818185,0.318181818,20,2.2,40,2,20,1.8,20,2,40,2,20,1.8,40,2,12,88,19,20,22,27
八木勇征(やぎゆうせい)(アーティスト)(FANTASTICS from EXILE TRIBE),4.9504952,0.227722772,40,2.6,40,2.2,40,2.2,60.000004,2.4,40,2,40,2.2,60.000004,2.4,50,101,23,24,27,27
中村仁美(なかむらひとみ)(元フジテレビアナウンサー),5.813954,0.465116279,20,2.2,0,1.4,0,1.4,20,1.8,0,0.6,0,0.6,20,1.4,0,86,16,21,27,22
福本莉子(ふくもとりこ)(俳優),5.208333,0.21875,80,3.2,40,2.6,40,2.4,20,2.4,20,1.6,20,1.4,0,1.2,0,96,20,23,26,27
谷まりあ(たにまりあ)(モデル),7.6086955,0.445652174,28.57143,2.285714286,0,1.142857143,0,1.285714286,28.57143,2.142857143,0,0.857142857,0,0.857142857,14.285715,1,8.571428,92,17,25,26,24
戸塚純貴(とづかじゅんき)(俳優),5.319149,0.265957447,80,3,40,2.4,80,2.8,40,2.2,0,0.8,0,0.8,0,1,0,94,18,26,26,24
西脇綾香(にしわきあやか)(アーティスト)(Perfume/あ～ちゃん),12.222222,0.555555556,27.272728,2.272727273,0,1,0,0.909090909,18.181818,1.272727273,0,0.818181818,0,0.636363636,9.090909,1.181818182,7.272727,90,19,24,24,22
藤原さくら(ふじわらさくら)(歌手),4.597701,0.275862069,50,2.75,25,2.25,25,2,25,2,0,1.25,0,1.25,0,1.5,17.5,87,21,18,23,25
Aマッソ(えいまっそ)(芸人コンビ),4.819277,0.337349398,50,2.75,25,1.5,50,1.75,50,1.75,25,1,25,1.25,25,1,7.5,83,19,19,19,26
ばんばんざい(Youtuber),2.020202,0.212121212,50,3,0,2,0,2,0,2,0,2,0,2,0,2,5,99,25,24,22,28
迫田孝也(さこだたかや)(俳優),8.163265,0.285714286,75,3,62.5,2.75,25,1.625,37.5,1.75,12.5,1.25,0,1,0,0.875,5,98,19,26,22,31
キタニタツヤ(アーティスト),2.173913,0.282608696,100,3,50,2,0,2,100,3,0,0,0,0,0,1,0,92,20,19,23,29
梶原雄太(かじわらゆうた)(芸人)(キングコング/カジサック),28.735632,0.977011494,4,1.56,0,0.6,8,0.84,8,1.2,0,0.72,4,0.8,4,0.64,6.4,87,15,25,21,26
古川琴音(ふるかわことね)(俳優),4.2105265,0.168421053,75,3.25,75,3,75,3,25,2,25,2,25,2,25,2,22.5,95,19,25,26,24
出口夏希(でぐちなつき)(俳優/モデル),4.7619047,0.261904762,25,2.5,25,2.5,25,2,25,1.75,25,2,25,1.5,25,1.75,32.5,84,18,21,21,24
矢本悠馬(やもとゆうま)(俳優),4.166667,0.21875,75,2.75,25,2.25,25,2.5,25,2.5,25,1.75,25,1.75,0,1.5,12.5,96,24,24,23,25
原菜乃華(はらなのか)(俳優),6.521739,0.304347826,66.66667,2.833333333,16.666668,1.833333333,0,1.666666667,0,1.666666667,0,1.333333333,0,1.166666667,0,1,8.333334,92,19,24,26,23
さとうほなみ(俳優/アーティスト)(ゲスの極み乙女。/ほな・いこか),4.040404,0.212121212,50,2.5,25,2.25,50,2.5,50,2.5,25,2,25,2,25,2.25,15,99,21,26,24,27
上國料萌衣(かみこくりょうもえ)(アイドル)(アンジュルム),3.883495,0.174757282,100,3.25,25,1.5,25,1.75,50,2,25,1.75,50,2,100,3,50,103,25,24,26,28
小瀧望(こたきのぞむ)(俳優/アーティスト)(WEST./元ジャニーズWEST),6.25,0.302083333,33.333336,2.333333333,0,1.666666667,16.666668,2,33.333336,2,0,1.5,0,1.5,16.666668,1.5,8.333334,96,19,24,22,31
横田真悠(よこたまゆう)(俳優/モデル),4.7619047,0.214285714,50,2.75,50,2.5,0,2,25,2.25,0,1.75,0,1.5,25,2,7.5,84,18,21,21,24
ヨネダ2000(よねだにせん)(芸人コンビ),5.319149,0.29787234,60.000004,2.6,0,1.2,0,1.8,40,2.4,0,1.2,0,1.2,0,1,6,94,18,24,28,24
中村蒼(なかむらあおい)(俳優),3.1914895,0.287234043,66.66667,2.666666667,66.66667,2.666666667,33.333336,2.333333333,0,1.333333333,0,1.333333333,0,1.333333333,33.333336,1,13.333334,94,22,19,27,25
浜野謙太(はまのけんた)(俳優),3.7500002,0.2625,33.333336,2.333333333,33.333336,2.333333333,33.333336,2.333333333,0,2,0,1.666666667,0,1.666666667,0,1.666666667,0,80,15,20,21,24
吉住(よしずみ)(芸人),10.526316,0.4,30.000002,2.3,0,1,20,1.3,40,1.8,0,1.1,10,1.2,0,1,5,95,21,22,23,29
音尾琢真(おとおたくま)(俳優)(TEAM NACS),4.2105265,0.2,50,2.5,50,2.5,75,3,75,3,25,1.75,25,2,25,1.75,12.5,95,20,24,21,30
白石聖(しらいしせい)(俳優),3.3333335,0.177777778,66.66667,3,66.66667,2.666666667,66.66667,2.666666667,66.66667,2.666666667,0,1.333333333,33.333336,1.666666667,0,1.666666667,36.66667,90,17,23,26,24
本田仁美(ほんだひとみ)(タレント)(元AKB48/元IZ*ONE),2.247191,0.258426966,50,2.5,0,2,0,2,0,2,0,1,0,1,0,2,10,89,18,21,24,26
マキタスポーツ(芸人),8.247422,0.453608247,37.5,2.375,12.5,1.625,12.5,1.5,12.5,1,12.5,0.875,12.5,0.875,0,0.75,12.5,97,21,24,24,27
鷲見玲奈(すみれいな)(元テレビ東京アナウンサー),7.2916665,0.34375,57.14286,2.285714286,14.285715,1.428571429,14.285715,1.428571429,14.285715,1.428571429,0,1.285714286,0,1.285714286,14.285715,1.428571429,14.285715,96,24,24,23,25
天才ピアニスト(てんさいぴあにすと)(芸人コンビ),12.903225,0.344086022,50,2.75,16.666668,1.166666667,16.666668,1.333333333,50,1.916666667,8.333334,0.833333333,8.333334,0.833333333,8.333334,0.583333333,13.333336,93,21,18,25,29
南沙良(みなみさら)(俳優/モデル),4.255319,0.223404255,50,2.5,25,2.25,25,2.25,25,2.25,25,1.5,25,1.5,25,1.75,22.5,94,22,27,21,24
佐久間宣行(さくまのぶゆき)(テレビプロデューサー),6.25,0.375,40,2.4,20,1.4,20,1.4,40,1.6,0,0.8,0,0.8,0,1,6,80,10,21,24,25
アユニ・D(あゆに・でぃー)(歌手)(元BISH),2.5316455,0.17721519,100,3,50,2.5,0,1.5,50,2.5,50,2.5,0,1.5,0,1.5,0,79,17,16,22,24
古賀葵(こがあおい)(声優),1.1764706,0.105882353,100,4,100,3,100,3,100,3,0,2,0,2,0,2,0,85,17,22,23,23
竹内由恵(たけうちよしえ)(元テレビ朝日アナウンサー),9.195402,0.517241379,0,2,12.5,1,12.5,1,12.5,1.375,12.5,1,0,0.875,0,0.75,0,87,15,25,21,26
羊文学(ひつじぶんがく)(アーティスト),2.2222223,0.177777778,100,3.5,50,2.5,0,1,0,1,50,2,50,2,50,2,20,90,19,24,24,22
桜井ユキ(さくらいゆき)(俳優),4.385965,0.263157895,40,2.4,40,1.8,40,1.8,40,1.8,20,1.4,20,1.4,20,1.6,22,114,22,24,41,26
佐藤大樹(さとうたいき)(アーティスト)(FANTASTICS from EXILE TRIBE),2.3529413,0.2,50,2.5,50,3,50,2.5,50,2.5,0,1.5,0,1.5,0,1.5,0,85,17,22,23,23
見上愛(みかみあい)(俳優),3.1914895,0.127659574,66.66667,2.666666667,66.66667,3,66.66667,3,66.66667,3,66.66667,3,66.66667,3,66.66667,3,53.333344,94,22,24,19,29
村重杏奈(タレント)(元HKT48),6.8627453,0.401960784,28.57143,2,14.285715,1,14.285715,1.428571429,42.857143,2,0,0.714285714,14.285715,1.285714286,0,0.857142857,20.000002,102,23,25,25,27
賀喜遥香(かきはるか)(アイドル)(乃木坂46),5,0.2,75,2.75,25,2.5,25,2.25,25,2.25,0,1,0,1,0,1.5,30,80,18,17,21,24
剣持刀也(けんもちとうや)(バーチャルライバー),2.8169014,0.14084507,100,3,50,2.5,0,2,50,2.5,50,2.5,0,2,50,2,20,71,13,14,20,24
壱百満天原サロメ(ひゃくまんてんばらさろめ)(Vtuber),3.7037036,0.185185185,100,3.25,25,1.5,25,1.75,25,1.75,25,1.5,25,1.25,50,1.5,35,108,28,25,26,29
蓮佛美沙子(れんぶつみさこ)(俳優),6.1728396,0.333333333,40,2.4,20,1.8,0,1.6,0,1.4,20,1.2,0,0.8,0,0.6,6,81,16,18,21,25
市川実和子(いちかわみわこ)(俳優),3.2608695,0.369565217,66.66667,2.333333333,0,1.333333333,0,1.333333333,33.333336,1.333333333,0,0.666666667,0,0.666666667,33.333336,1,3.3333335,92,19,24,26,23
森田望智(もりたみさと)(俳優),3.6585364,0.134146341,66.66667,3.333333333,33.333336,2.333333333,33.333336,2.333333333,33.333336,2.333333333,0,2,0,2,0,1.666666667,3.3333335,82,17,22,22,21
コムドット(Youtuber),5.376344,0.408602151,20,2,20,1.4,20,1.4,20,1.4,20,1.2,0,0.6,0,0.8,2,93,16,22,27,28
s**t kingz(しっときんぐす)(ダンスグループ),2.3809524,0.166666667,100,3,0,1.5,0,2,50,2.5,0,1,0,1,0,2,0,84,18,21,21,24
石川恋(いしかわれん)(俳優/モデル),2.8846154,0.25,100,3,33.333336,1.666666667,33.333336,1.666666667,0,1.333333333,0,1,0,1.333333333,0,0.666666667,26.666668,104,25,24,27,28
齊藤なぎさ(さいとうなぎさ)(俳優／タレント)(元=LOVE),4.494382,0.213483146,50,2.5,25,1.75,0,1.25,0,1.5,25,1.75,0,1.25,25,2.25,17.5,89,17,24,24,23
大友花恋(おおともかれん)(俳優),3.3333335,0.255555556,33.333336,2.333333333,0,1.666666667,0,1.666666667,0,1.666666667,0,1.666666667,0,1.666666667,0,1,0,90,21,21,23,25
THE RAMPAGE from EXILE TRIBE(ざらんぺいじふろむえぐざいるとらいぶ)(アーティスト),2.3809524,0.476190476,50,1.5,50,1.5,50,1.5,50,2,0,0.5,0,0.5,0,1,20,84,16,19,22,27
飯沼愛(いいぬまあい)(俳優),2.2222223,0.166666667,50,3,0,2,0,2,0,2,0,2,0,2,0,1,0,90,21,21,23,25
関水?(せきみずなぎさ)(俳優),2.8169014,0.154929577,50,2.5,50,2.5,50,2.5,0,2,50,2.5,50,2.5,0,2,35,71,13,14,20,24
